header,taxon,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family
115991.YP_239026.1 RNA polymerase sigma factor [Escherichia virus RB43 (RB43)],115991,YP_239026.1,Escherichia virus RB43 (RB43), RNA polymerase sigma factor,VOG05673,Escherichia virus RB43,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae,NC_007023,NA,NA,NA,543,Enterobacteriaceae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,NA,NA,"NCBI Virus, RefSeq",NA,NA,1,115991.YP_239026.1,Myoviridae
115992.YP_008125262.1 sigma factor for late transcription [Vibrio phage nt-1 (nt-1)],115992,YP_008125262.1,Vibrio phage nt-1 (nt-1), sigma factor for late transcription,VOG05673,Vibrio phage nt-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus nt1,NC_021529,NA,NA,NA,691,Vibrio natriegens,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,RefSeq,NA,NA,1,115992.YP_008125262.1,Myoviridae
1190451.YP_007005152.1 putative sigma factor for T4-like late transcription (T4 gp55-like) [Campylobacter virus CP21],1190451,YP_007005152.1,Campylobacter virus CP21, putative sigma factor for T4-like late transcription (T4 gp55-like),VOG05673,Campylobacter virus CP21,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eucampyvirinae; Firehammervirus,NC_019507,NA,NA,NA,205,Campylobacter sp.,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales; Campylobacteraceae; Campylobacter,NA,"NCBI Virus, RefSeq",NA,NA,1,1190451.YP_007005152.1,Myoviridae
1198013.YP_007010738.1 sigma factor [Aeromonas phage Aes508],1198013,YP_007010738.1,Aeromonas phage Aes508, sigma factor,VOG05673,Aeromonas phage Aes508,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Aeromonas virus Aes508,NC_019543,NA,NA,NA,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,RefSeq,NA,NA,1,1198013.YP_007010738.1,Myoviridae
1198014.YP_007677765.1 RNA polymerase sigma factor [Aeromonas phage Aes012],1198014,YP_007677765.1,Aeromonas phage Aes012, RNA polymerase sigma factor,VOG05673,Aeromonas phage Aes012,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Aeromonas virus Aes12,NC_020879,NA,NA,NA,647,Aeromonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,RefSeq,NA,NA,1,1198014.YP_007677765.1,Myoviridae
1204516.YP_007010288.1 RNA polymerase sigma factor [Aeromonas phage CC2],1204516,YP_007010288.1,Aeromonas phage CC2, RNA polymerase sigma factor,VOG05673,Aeromonas phage CC2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_019538,NA,NA,NA,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae; Aeromonas,NA,"NCBI Virus, RefSeq",NA,NA,1,1204516.YP_007010288.1,Myoviridae
1204522.YP_009102539.1 RNA polymerase sigma factor [Escherichia phage ECML-134],1204522,YP_009102539.1,Escherichia phage ECML-134, RNA polymerase sigma factor,VOG05673,Escherichia phage ECML-134,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus ECML134,NC_025449,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,1204522.YP_009102539.1,Myoviridae
1204523.YP_009101582.1 hypothetical protein [Escherichia phage ECML-4],1204523,YP_009101582.1,Escherichia phage ECML-4, hypothetical protein,VOG05673,Escherichia phage ECML-4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Viunavirus; Escherichia virus ECML4,NC_025446,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,1204523.YP_009101582.1,Myoviridae
1204528.YP_007236163.1 hypothetical protein [Salmonella phage SKML-39],1204528,YP_007236163.1,Salmonella phage SKML-39, hypothetical protein,VOG05673,Salmonella phage SKML-39,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; Salmonella virus SKML39,NC_019910,NA,NA,NA,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,24228226,Literature,NA,NA,1,1204528.YP_007236163.1,Ackermannviridae
1204530.YP_009617685.1 hypothetical protein [Salmonella phage STML-13-1],1204530,YP_009617685.1,Salmonella phage STML-13-1, hypothetical protein,VOG05673,Salmonella phage STML-13-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Viunavirus; Salmonella virus STML131,NC_042061,NA,NA,NA,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,NA,NA,1,1204530.YP_009617685.1,Myoviridae
1204531.YP_009148048.1 RNA polymerase sigma factor for late transcription [Salmonella phage STML-198],1204531,YP_009148048.1,Salmonella phage STML-198, RNA polymerase sigma factor for late transcription,VOG05673,Salmonella phage STML-198,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus STML198,NC_027344,NA,NA,NA,590,Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,NA,NA,1,1204531.YP_009148048.1,Myoviridae
1206558.YP_007235901.1 T4-like phage RNA polymerase sigma factor for late transcription [Yersinia phage phiR1-RT],1206558,YP_007235901.1,Yersinia phage phiR1-RT, T4-like phage RNA polymerase sigma factor for late transcription,VOG05673,Yersinia phage phiR1-RT,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tegunavirus; Yersinia virus R1RT,NC_019909,NA,NA,NA,630,Yersinia enterocolitica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia,NA,RefSeq,NA,NA,1,1206558.YP_007235901.1,Myoviridae
1206560.YP_009149307.1 RNA polymerase sigma factor [Yersinia phage phiD1],1206560,YP_009149307.1,Yersinia phage phiD1, RNA polymerase sigma factor,VOG05673,Yersinia phage phiD1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Yersinia virus D1,NC_027353,NA,NA,NA,632,Yersinia pestis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,NA,RefSeq,NA,NA,1,1206560.YP_009149307.1,Myoviridae
1211280.YP_009217495.1 T4-like phage RNA polymerase sigma factor forlate transcription [Stenotrophomonas phage IME13],1211280,YP_009217495.1,Stenotrophomonas phage IME13, T4-like phage RNA polymerase sigma factor forlate transcription,VOG05673,Stenotrophomonas phage IME13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tulanevirus; Stenotrophomonas virus IME13,NC_029000,NA,NA,NA,40324,Stenotrophomonas maltophilia,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group,NA,RefSeq,NA,NA,1,1211280.YP_009217495.1,Myoviridae
1222338.YP_009118726.1 Putative sigma factor for T4 late transcription [Enterobacteria phage GEC-3S],1222338,YP_009118726.1,Enterobacteria phage GEC-3S, Putative sigma factor for T4 late transcription,VOG05673,Enterobacteria phage GEC-3S,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus GEC3S,NC_025425,NA,NA,NA,1038927,Escherichia coli O104:H4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,1222338.YP_009118726.1,Myoviridae
1229752.YP_006908182.1 sigma factor for late transcription [Campylobacter phage CP30A],1229752,YP_006908182.1,Campylobacter phage CP30A, sigma factor for late transcription,VOG05673,Campylobacter phage CP30A,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eucampyvirinae; Fletchervirus; Campylobacter virus CP30A,NC_018861,NA,NA,NA,32022,Campylobacter jejuni subsp. jejuni,Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales; Campylobacteraceae; Campylobacter; Campylobacter jejuni,NA,RefSeq,NA,NA,2,1229752.YP_006908182.1,Myoviridae
12353.NP_861761.1 RNA polymerase sigma factor [Escherichia phage RB69 (RB69)],12353,NP_861761.1,Escherichia phage RB69 (RB69), RNA polymerase sigma factor,VOG05673,Escherichia phage RB69,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus RB69,NC_004928,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,"RefSeq, UniProt",NA,NA,1,12353.NP_861761.1,Myoviridae
1262513.YP_007349087.1 sigma factor for late transcription [Serratia phage phiMAM1],1262513,YP_007349087.1,Serratia phage phiMAM1, sigma factor for late transcription,VOG05673,Serratia phage phiMAM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Serratia virus MAM1,NC_020083,NA,NA,NA,616,Serratia sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Serratia,NA,RefSeq,NA,NA,1,1262513.YP_007349087.1,Ackermannviridae
1262539.YP_009006358.1 RNA polymerase sigma factor [Vibrio phage VH7D],1262539,YP_009006358.1,Vibrio phage VH7D, RNA polymerase sigma factor,VOG05673,Vibrio phage VH7D,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; unclassified Schizotequatrovirus,NC_023568,NA,NA,NA,669,Vibrio harveyi,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group,NA,"NCBI Virus, RefSeq",NA,NA,1,1262539.YP_009006358.1,Myoviridae
1273738.YP_009150844.1 RNA polymerase sigma factor [Escherichia phage PBECO4],1273738,YP_009150844.1,Escherichia phage PBECO4, RNA polymerase sigma factor,VOG05673,Escherichia phage PBECO4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Asteriusvirus; Escherichia virus PBECO4,NC_027364,NA,NA,NA,1045010,Escherichia coli O157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,1273738.YP_009150844.1,Myoviridae
1278402.YP_009779106.1 RNA polymerase sigma factor for late transcription [Cyanophage S-RIM12],1278402,YP_009779106.1,Cyanophage S-RIM12, RNA polymerase sigma factor for late transcription,VOG05673,Cyanophage S-RIM12,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Brizovirus; unclassified Brizovirus,"NC_047715, NC_047716, NC_047717",NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,"NCBI Virus, RefSeq",NA,NA,1,1278402.YP_009779106.1,Myoviridae
1278479.YP_009301643.1 RNA polymerase sigma factor for latetranscription [Cyanophage S-RIM32],1278479,YP_009301643.1,Cyanophage S-RIM32, RNA polymerase sigma factor for latetranscription,VOG05673,Cyanophage S-RIM32,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031235,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,1278479.YP_009301643.1,Myoviridae
1278485.YP_009783274.1 RNA polymerase sigma factor for late transcription [Cyanophage S-RIM44],1278485,YP_009783274.1,Cyanophage S-RIM44, RNA polymerase sigma factor for late transcription,VOG05673,Cyanophage S-RIM44,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vellamovirus; Synechococcus virus SRIM44,NC_047734,NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,RefSeq,NA,NA,1,1278485.YP_009783274.1,Myoviridae
1283076.YP_007517965.1 sigma factor for late transcription [Pelagibacter phage HTVC008M],1283076,YP_007517965.1,Pelagibacter phage HTVC008M, sigma factor for late transcription,VOG05673,Pelagibacter phage HTVC008M,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_020484,NA,NA,NA,335992,Candidatus Pelagibacter ubique HTCC1062,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae; Candidatus Pelagibacter; Candidatus Pelagibacter ubique,NA,"NCBI Virus, RefSeq",NA,NA,1,1283076.YP_007517965.1,Myoviridae
1307804.YP_008060575.1 sigma factor for late transcription [Escherichia phage Lw1],1307804,YP_008060575.1,Escherichia phage Lw1, sigma factor for late transcription,VOG05673,Escherichia phage Lw1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_021344,NA,NA,NA,469008,Escherichia coli BL21(DE3),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,"NCBI Virus, RefSeq",NA,NA,1,1307804.YP_008060575.1,Myoviridae
1327935.YP_009196622.1 putative RNA polymerase sigma factor [Cronobacter phage S13],1327935,YP_009196622.1,Cronobacter phage S13, putative RNA polymerase sigma factor,VOG05673,Cronobacter phage S13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_028773,NA,NA,NA,28141,Cronobacter sakazakii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Cronobacter,NA,"NCBI Virus, RefSeq",NA,NA,1,1327935.YP_009196622.1,Myoviridae
1340810.YP_009008257.1 sigma factor [Synechococcus phage ACG-2014h],1340810,YP_009008257.1,Synechococcus phage ACG-2014h, sigma factor,VOG05673,Synechococcus phage ACG-2014h,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_023587,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,1340810.YP_009008257.1,Myoviridae
1340812.YP_009007984.1 sigma factor [Synechococcus phage S-MbCM100],1340812,YP_009007984.1,Synechococcus phage S-MbCM100, sigma factor,VOG05673,Synechococcus phage S-MbCM100,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Acionnavirus; Synechococcus virus SMbCM100,NC_023584,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,1340812.YP_009007984.1,Myoviridae
1351740.YP_009153665.1 RNA polymerase sigma factor [Yersinia phage PST],1351740,YP_009153665.1,Yersinia phage PST, RNA polymerase sigma factor,VOG05673,Yersinia phage PST,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Yersinia virus PST,NC_027404,NA,NA,NA,633,Yersinia pseudotuberculosis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex,24951563,Literature,NA,NA,1,1351740.YP_009153665.1,Myoviridae
1357423.YP_009142961.1 sigma factor for late transcription [Sinorhizobium phage phiM12],1357423,YP_009142961.1,Sinorhizobium phage phiM12, sigma factor for late transcription,VOG05673,Sinorhizobium phage phiM12,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emdodecavirus; Sinorhizobium virus M12,NC_027204,NA,NA,NA,382,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae; Sinorhizobium,NA,RefSeq,NA,NA,1,1357423.YP_009142961.1,Myoviridae
1357714.YP_009098909.1 RNA polymerase sigma factor for late transcription [Caulobacter phage Cr30],1357714,YP_009098909.1,Caulobacter phage Cr30, RNA polymerase sigma factor for late transcription,VOG05673,Caulobacter phage Cr30,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_025422,NA,NA,NA,190650,Caulobacter vibrioides CB15,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae; Caulobacter; Caulobacter vibrioides,NA,"NCBI Virus, RefSeq",NA,NA,1,1357714.YP_009098909.1,Myoviridae
1391224.YP_009056654.1 sigma factor for late transcription [Escherichia phage vB_EcoM_PhAPEC2],1391224,YP_009056654.1,Escherichia phage vB_EcoM_PhAPEC2, sigma factor for late transcription,VOG05673,Escherichia phage vB_EcoM_PhAPEC2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus PhAPEC2,NC_024794,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,1391224.YP_009056654.1,Myoviridae
1406794.YP_008771721.1 RNA polymerase sigma factor [Salmonella phage Marshall],1406794,YP_008771721.1,Salmonella phage Marshall, RNA polymerase sigma factor,VOG05673,Salmonella phage Marshall,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Viunavirus; Salmonella virus Marshall,NC_022772,NA,NA,NA,149539,Salmonella enterica subsp. enterica serovar Enteritidis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,1406794.YP_008771721.1,Myoviridae
1406795.YP_008770930.1 RNA polymerase sigma factor [Salmonella phage Maynard],1406795,YP_008770930.1,Salmonella phage Maynard, RNA polymerase sigma factor,VOG05673,Salmonella phage Maynard,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Viunavirus; Salmonella virus Maynard,NC_022768,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,1406795.YP_008770930.1,Myoviridae
1429794.YP_009211489.1 RNA polymerase sigma factor for late transcription [Pectobacterium bacteriophage PM2],1429794,YP_009211489.1,Pectobacterium bacteriophage PM2, RNA polymerase sigma factor for late transcription,VOG05673,Pectobacterium bacteriophage PM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_028940,NA,NA,NA,122277,Pectobacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,NA,NA,NA,NA,1,1429794.YP_009211489.1,Myoviridae
1430444.YP_009037438.1 RNA polymerase sigma factor [Escherichia phage vB_EcoM_JS09],1430444,YP_009037438.1,Escherichia phage vB_EcoM_JS09, RNA polymerase sigma factor,VOG05673,Escherichia phage vB_EcoM_JS09,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus JS09,NC_024124,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,NA,NA,NA,2,1430444.YP_009037438.1,Myoviridae
1434323.YP_009148512.1 RNA polymerase sigma factor [Escherichia phage HY01],1434323,YP_009148512.1,Escherichia phage HY01, RNA polymerase sigma factor,VOG05673,Escherichia phage HY01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus HY01,NC_027349,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,NA,NA,NA,1,1434323.YP_009148512.1,Myoviridae
1445860.YP_009126263.1 sigma factor for late transcription [Salmonella phage STP4-a],1445860,YP_009126263.1,Salmonella phage STP4-a, sigma factor for late transcription,VOG05673,Salmonella phage STP4-a,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gelderlandvirus; Salmonella virus STP4a,NC_026607,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,1445860.YP_009126263.1,Myoviridae
