taxon,n.sig,header,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family,tigr.hit1,tigr.hit2,tigr.hit3,tigr.hit,sig.class,sig.group
347327,1,347327.YP_001294605.1 hypothetical protein ORF012 [Pseudomonas phage PA11],YP_001294605.1,Pseudomonas phage PA11, hypothetical protein ORF012,VOG00048,Pseudomonas phage PA11,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_007808,NA,NA,NA,287,Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group,NA,"NCBI Virus, RefSeq",NA,NA,1,347327.YP_001294605.1,Podoviridae,sigma70-ECF,Sig70_famx2,Sig-70_gvs1,Sig70_famx2,other,sig70-lkl4
347962,1,347962.YP_338218.1 sigma-70 family RNA polymerase sigma factor [Bacillus phage Gamma],YP_338218.1,Bacillus phage Gamma, sigma-70 family RNA polymerase sigma factor,VOG00048,Bacillus phage Gamma,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Wbetavirus; unclassified Wbetavirus,NC_007458,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,"NCBI Virus, RefSeq",NA,NA,1,347962.YP_338218.1,Siphoviridae,SigBFG,spore_sigF,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
359961,1,359961.YP_460001.1 putative RNA polymerase sigma subunit [Bacillus virus Wbeta],YP_460001.1,Bacillus virus Wbeta, putative RNA polymerase sigma subunit,VOG00048,Bacillus virus Wbeta,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Wbetavirus,NC_007734,NA,NA,NA,1392,Bacillus anthracis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,"NCBI Virus, RefSeq",NA,NA,2,359961.YP_460001.1,Siphoviridae,SigBFG,spore_sigF,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
382359,1,382359.YP_717814.2 RNA polymerase sigma factor [Synechococcus phage syn9],YP_717814.2,Synechococcus phage syn9, RNA polymerase sigma factor,VOG05673,Synechococcus phage syn9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_008296,NA,NA,NA,1129,Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae,NA,UniProt,NA,NA,2,382359.YP_717814.2,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
442493,1,442493.YP_001504175.1 putative sigma factor [Enterococcus phage EF24C (Enterococcus faecalis bacteriophage phiEF24C)],YP_001504175.1,Enterococcus phage EF24C (Enterococcus faecalis bacteriophage phiEF24C), putative sigma factor,VOG00048,Enterococcus phage EF24C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Kochikohdavirus; Enterococcus virus EF24C,NC_009904,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,"RefSeq, UniProt",NA,NA,1,442493.YP_001504175.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
444859,1,444859.YP_004323037.1 sigma factor for late transcription [Synechococcus phage S-SM1],YP_004323037.1,Synechococcus phage S-SM1, sigma factor for late transcription,VOG05673,Synechococcus phage S-SM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Thetisvirus; Synechococcus virus SSM1,NC_015282,NA,NA,NA,166310,Synechococcus sp. WH 6501,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,444859.YP_004323037.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
444860,1,444860.YP_004322282.1 sigma factor for late transcription [Synechococcus phage S-SM2],YP_004322282.1,Synechococcus phage S-SM2, sigma factor for late transcription,VOG05673,Synechococcus phage S-SM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Bellamyvirus; unclassified Bellamyvirus,NC_015279,NA,NA,NA,166321,Synechococcus sp. WH 8017,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,444860.YP_004322282.1,Myoviridae,sigma70-ECF,RpoD_Cterm,NA,RpoD_Cterm,primary,sig70-1
444861,1,444861.YP_004324502.1 sigma factor for late transcription [Prochlorococcus phage Syn1],YP_004324502.1,Prochlorococcus phage Syn1, sigma factor for late transcription,VOG05673,Prochlorococcus phage Syn1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Vellamovirus; Prochlorococcus virus Syn1,NC_015288,NA,NA,NA,1131,Synechococcus sp.,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,444861.YP_004324502.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
444862,1,444862.YP_004323278.1 sigma factor for late transcription [Prochlorococcus phage P-RSM4],YP_004323278.1,Prochlorococcus phage P-RSM4, sigma factor for late transcription,VOG05673,Prochlorococcus phage P-RSM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Thaumasvirus; unclassified Thaumasvirus,NC_015283,NA,NA,NA,59922,Prochlorococcus marinus str. MIT 9303,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus,NA,"NCBI Virus, RefSeq",NA,NA,1,444862.YP_004323278.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
444878,1,444878.YP_004323741.1 sigma factor for late transcription [Prochlorococcus phage Syn33],YP_004323741.1,Prochlorococcus phage Syn33, sigma factor for late transcription,VOG05673,Prochlorococcus phage Syn33,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Brizovirus; Prochlorococcus virus Syn33,NC_015285,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,444878.YP_004323741.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
445683,1,445683.YP_004322799.1 sigma factor for late transcription [Synechococcus phage S-ShM2],YP_004322799.1,Synechococcus phage S-ShM2, sigma factor for late transcription,VOG05673,Synechococcus phage S-ShM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Ahtivirus; Synechococcus virus SShM2,NC_015281,NA,NA,NA,84588,Synechococcus sp. WH 8102,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,445683.YP_004322799.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
445684,1,445684.YP_004323964.1 sigma factor for late transcription [Synechococcus phage Syn19],YP_004323964.1,Synechococcus phage Syn19, sigma factor for late transcription,VOG05673,Synechococcus phage Syn19,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Pontusvirus; Synechococcus virus Syn19,NC_015286,NA,NA,NA,166314,Synechococcus sp. WH 8109,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,RefSeq,NA,NA,1,445684.YP_004323964.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
445685,1,445685.YP_004324741.1 sigma factor for late transcription [Synechococcus phage S-SSM5],YP_004324741.1,Synechococcus phage S-SSM5, sigma factor for late transcription,VOG05673,Synechococcus phage S-SSM5,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_015289,NA,NA,NA,84588,Synechococcus sp. WH 8102,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,445685.YP_004324741.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
445686,1,445686.YP_004324208.1 sigma factor for late transcription [Synechococcus phage S-SSM7],YP_004324208.1,Synechococcus phage S-SSM7, sigma factor for late transcription,VOG05673,Synechococcus phage S-SSM7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_015287,NA,NA,NA,166314,Synechococcus sp. WH 8109,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,445686.YP_004324208.1,Myoviridae,sigma70-ECF,spore_sigmaK,spore_sigmaE,spore_sigmaK,sporulation,sig70-3-spo
445688,1,445688.YP_004324965.1 sigma factor for late transcription [Prochlorococcus phage P-SSM7],YP_004324965.1,Prochlorococcus phage P-SSM7, sigma factor for late transcription,VOG05673,Prochlorococcus phage P-SSM7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Palaemonvirus; Prochlorococcus virus PSSM7,NC_015290,NA,NA,NA,167555,Prochlorococcus marinus str. NATL1A,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus,NA,NA,NA,NA,1,445688.YP_004324965.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
445696,1,445696.YP_004323498.1 sigma factor for late transcription [Prochlorococcus phage P-HM2],YP_004323498.1,Prochlorococcus phage P-HM2, sigma factor for late transcription,VOG05673,Prochlorococcus phage P-HM2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eurybiavirus; unclassified Eurybiavirus,NC_015284,NA,NA,NA,59919,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus; Prochlorococcus marinus subsp. pastoris,NA,"NCBI Virus, RefSeq",NA,NA,1,445696.YP_004323498.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
445700,1,445700.YP_004322554.1 sigma factor for late transcription [Prochlorococcus phage P-HM1],YP_004322554.1,Prochlorococcus phage P-HM1, sigma factor for late transcription,VOG05673,Prochlorococcus phage P-HM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eurybiavirus; unclassified Eurybiavirus,NC_015280,NA,NA,NA,59919,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus; Prochlorococcus marinus subsp. pastoris,NA,"NCBI Virus, RefSeq",NA,NA,1,445700.YP_004322554.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
447909,1,447909.YP_001285848.1 putative DNA-directed RNA polymerase specialized sigma subunit [Geobacillus virus E2],YP_001285848.1,Geobacillus virus E2, putative DNA-directed RNA polymerase specialized sigma subunit,VOG00048,Geobacillus virus E2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_009552,NA,NA,NA,129337,Geobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,"NCBI Virus, RefSeq",NA,NA,1,447909.YP_001285848.1,Siphoviridae,SigBFG,sigma70-ECF,FliA_WhiG,FliA_WhiG,stationary,sig70-3-fl
448384,1,448384.YP_001469386.1 gp55 Sigma factor for T4 late transcription [Escherichia phage Phi1],YP_001469386.1,Escherichia phage Phi1, gp55 Sigma factor for T4 late transcription,VOG05673,Escherichia phage Phi1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus phi1,NC_009821,NA,NA,NA,83333,Escherichia coli K-12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,448384.YP_001469386.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
454798,1,454798.YP_009140240.1 hypothetical protein [Salmonella phage Det7],YP_009140240.1,Salmonella phage Det7, hypothetical protein,VOG05673,Salmonella phage Det7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus Det7,NC_027119,NA,NA,NA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,454798.YP_009140240.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
490103,1,490103.YP_001671781.1 RNA polymerase ECF sigma factor [Escherichia virus phiEco32],YP_001671781.1,Escherichia virus phiEco32, RNA polymerase ECF sigma factor,VOG00048,Escherichia virus phiEco32,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Kuravirus,NC_010324,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,"NCBI Virus, RefSeq, UniProt",NA,NA,1,490103.YP_001671781.1,Podoviridae,sigma70-ECF,Sig70_bacteroi1,SigE-fam_strep,Sig70_bacteroi1,other,sig70-lkl4
536444,1,536444.YP_007877723.1 hypothetical protein [Cyanophage P-RSM1],YP_007877723.1,Cyanophage P-RSM1, hypothetical protein,VOG05673,Cyanophage P-RSM1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_021071,NA,NA,NA,59922,Prochlorococcus marinus str. MIT 9303,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus,NA,NA,NA,NA,1,536444.YP_007877723.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
536453,1,536453.YP_008129962.1 hypothetical protein [Prochlorococcus phage P-SSM3],YP_008129962.1,Prochlorococcus phage P-SSM3, hypothetical protein,VOG05673,Prochlorococcus phage P-SSM3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_021559,NA,NA,NA,59920,Prochlorococcus marinus str. NATL2A,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus,NA,NA,NA,NA,1,536453.YP_008129962.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
536466,1,536466.YP_007677283.1 late transcription sigma factor [Synechococcus phage S-SSM4],YP_007677283.1,Synechococcus phage S-SSM4, late transcription sigma factor,VOG05673,Synechococcus phage S-SSM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_020875,NA,NA,NA,166322,Synechococcus sp. WH 8018,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,536466.YP_007677283.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
536474,1,536474.YP_007877930.1 hypothetical protein [Cyanophage Syn30],YP_007877930.1,Cyanophage Syn30, hypothetical protein,VOG05673,Cyanophage Syn30,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Leucotheavirus; unclassified Leucotheavirus,NC_021072,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,536474.YP_007877930.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
555387,1,555387.YP_003097329.1 T4-like late sigma factor [Synechococcus phage S-RSM4],YP_003097329.1,Synechococcus phage S-RSM4, T4-like late sigma factor,VOG05673,Synechococcus phage S-RSM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Cymopoleiavirus; unclassified Cymopoleiavirus,NC_013085,NA,NA,NA,32051,Synechococcus sp. WH 7803,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,19508343,Literature,NA,NA,1,555387.YP_003097329.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
576789,1,576789.YP_002922116.1 RNA polymerase sigma factor [Escherichia phage JSE],YP_002922116.1,Escherichia phage JSE, RNA polymerase sigma factor,VOG05673,Escherichia phage JSE,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Krischvirus; Escherichia virus JSE,NC_012740,NA,NA,NA,83333,Escherichia coli K-12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,576789.YP_002922116.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
576790,1,576790.YP_002922411.1 RNA polymerase sigma factor [Escherichia phage JS10],YP_002922411.1,Escherichia phage JS10, RNA polymerase sigma factor,VOG05673,Escherichia phage JS10,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Dhakavirus; Escherichia virus JS10,NC_012741,NA,NA,NA,83333,Escherichia coli K-12,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,576790.YP_002922411.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
584892,3,584892.YP_009031424.1 putative RNA polymerase sigma factor [Bacillus phage Bcp1],YP_009031424.1,Bacillus phage Bcp1, putative RNA polymerase sigma factor,VOG00048,Bacillus phage Bcp1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bcp1,NC_024137,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,584892.YP_009031424.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
584892,3,"584892.YP_009031481.1 RNA polymerase sigma-70 factor, sigma-B/F/G subfamily [Bacillus phage Bcp1]",YP_009031481.1,Bacillus phage Bcp1," RNA polymerase sigma-70 factor, sigma-B/F/G subfamily",VOG00048,Bacillus phage Bcp1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bcp1,NC_024137,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,584892.YP_009031481.1,Herelleviridae,SigBFG,spore_sigF,spore_sigG,spore_sigF,sporulation,sig70-3-spo
584892,3,"584892.YP_009031482.1 RNA polymerase sigma-70 factor, sigma-B/F/G subfamily [Bacillus phage Bcp1]",YP_009031482.1,Bacillus phage Bcp1," RNA polymerase sigma-70 factor, sigma-B/F/G subfamily",VOG00048,Bacillus phage Bcp1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bcp1,NC_024137,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,584892.YP_009031482.1,Herelleviridae,SigBFG,spore_sigF,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
632112,1,632112.YP_002790835.1 putative sigma factor [Lactobacillus virus Lb338-1],YP_002790835.1,Lactobacillus virus Lb338-1, putative sigma factor,VOG00048,Lactobacillus virus Lb338-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae,NC_012530,NA,NA,NA,1597,Lactobacillus paracasei,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae; Lactobacillus; Lactobacillus casei group,NA,NA,NA,NA,1,632112.YP_002790835.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
637730,1,637730.YP_003358596.1 Gp55 T4-like sigma factor involved in late transcription [Shigella phage Ag3],YP_003358596.1,Shigella phage Ag3, Gp55 T4-like sigma factor involved in late transcription,VOG05673,Shigella phage Ag3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Aglimvirinae; Agtrevirus; Shigella virus AG3,NC_013693,NA,NA,NA,621,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,1,637730.YP_003358596.1,Ackermannviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
645664,1,645664.YP_003934688.1 sigma factor for T4 late transcription [Shigella phage SP18],YP_003934688.1,Shigella phage SP18, sigma factor for T4 late transcription,VOG05673,Shigella phage SP18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Gaprivervirus; Shigella virus SP18,NC_014595,NA,NA,NA,624,Shigella sonnei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Shigella,NA,RefSeq,NA,NA,1,645664.YP_003934688.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
658401,2,658401.YP_003084147.1 type III RNAP sigma factor [Cyanophage PSS2],YP_003084147.1,Cyanophage PSS2, type III RNAP sigma factor,VOG26037,Cyanophage PSS2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_013021,NA,NA,NA,74547,Prochlorococcus marinus str. MIT 9313,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus,NA,"NCBI Virus, RefSeq",NA,NA,1,658401.YP_003084147.1,Siphoviridae,SigBFG,FliA_WhiG,spore_sigF,FliA_WhiG,stationary,sig70-3-fl
658401,2,658401.YP_003084257.1 RNAP sigma factor [Cyanophage PSS2],YP_003084257.1,Cyanophage PSS2, RNAP sigma factor,VOG00048,Cyanophage PSS2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae,NC_013021,NA,NA,NA,74547,Prochlorococcus marinus str. MIT 9313,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Prochloraceae; Prochlorococcus; Prochlorococcus marinus,NA,"NCBI Virus, RefSeq",NA,NA,1,658401.YP_003084257.1,Siphoviridae,Sig70-cyanoRpoD,rpoS_proteo,RpoD_Cterm,Sig70-cyanoRpoD,other,sig-70-2
