seqname,locus_tag.d6,start,end,strand,locus_tag.168,gene,product,category1,category2,sporulation
NZ_CP015975.1,A8O17_RS00830,143875,144054,+,BSU_01340,rpmD,ribosomal protein L30 (BL27),Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS00835,144085,144525,+,BSU_01350,rplO,ribosomal protein L15,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS00840,144527,145822,+,BSU_01360,secY,preprotein translocase subunit,Information processing;Groups of genes;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Essential genes;Membrane proteins;Universally conserved proteins",FALSE
NZ_CP015975.1,A8O17_RS00845,145877,146530,+,BSU_01370,adk,adenylate kinase,Metabolism;Groups of genes,Nucleotide metabolism;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS00850,146527,147273,+,BSU_01380,mapA,methionine aminopeptidase,Information processing;Information processing,"Protein synthesis, modification and degradation;Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS00855,147312,147536,+,BSU_01389,ybzG,putative ribosome binding protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS00860,147585,147803,+,BSU_01390,infA,initiation factor IF-I,Information processing;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Essential genes;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS00865,147837,147950,+,BSU_01400,rpmJ,ribosomal protein L36 (ribosomal protein B),Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS00870,147973,148338,+,BSU_01410,rpsM,ribosomal protein S13,Information processing;Groups of genes;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Essential genes;Phosphoproteins;Universally conserved proteins",FALSE
NZ_CP015975.1,A8O17_RS00875,148359,148754,+,BSU_01420,rpsK,ribosomal protein S11 (BS11),Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS00880,148931,149875,+,BSU_01430,rpoA,RNA polymerase (alpha subunit),Information processing;Groups of genes,RNA synthesis and degradation;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS00885,149953,150315,+,BSU_01440,rplQ,ribosomal protein L17 (BL15),Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS00890,150443,151288,+,BSU_01450,ecfA,energizing coupling factor of ABC influx transporter (ATP-binding protein),Cellular processes;Cellular processes;Groups of genes,Transporters;Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS00895,151264,152133,+,BSU_01460,ecfAB,energizing coupling factor of ABC influx transporter (ATP-binding protein),Cellular processes;Cellular processes;Groups of genes,Transporters;Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS00900,152130,152927,+,BSU_01470,ecfT,component of the influx ECF transporters,Cellular processes;Cellular processes;Groups of genes,Transporters;Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS00905,152937,153680,+,BSU_01480,truA,tRNA pseudouridine (38-40) synthase,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Universally conserved proteins",FALSE
NZ_CP015975.1,A8O17_RS00910,153842,154279,+,BSU_01490,rplM,ribosomal protein L13,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS00915,154300,154692,+,BSU_01500,rpsI,ribosomal protein S9,Information processing;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Essential genes;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS00920,155156,155923,+,BSU_01510,ybaJ,putative methyltransferase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS00925,156109,156552,+,BSU_01520,ybaK,conserved protein of unknown function,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS00930,156612,157325,+,BSU_01530,cwlD,N-acetylmuramoyl-L-alanine amidase,Cellular processes;Lifestyles,Cell envelope and cell division;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS00935,157421,158479,+,BSU_01540,salA,phosphorylation-dependent (Y327) transcriptional regulator,Information processing;Information processing,Regulation of gene expression;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS00940,158515,159072,-,BSU_01550,gerD,lipoprotein factor mediating clustering of germination proteins,Lifestyles;Groups of genes,Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS00945,159182,159778,+,BSU_01560,kbaA,inner membrane protein involved in activation of the KinB signaling pathway to sporulation,Information processing;Lifestyles;Groups of genes,Regulation of gene expression;Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS00950,159779,160543,-,BSU_01570,pdaB,polysaccharide deacetylase involved in sporulation,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS01035,177082,178518,+,BSU_01580,ybaR,putative permease,Cellular processes;Metabolism;Groups of genes,Transporters;Carbon metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01040,178664,179584,+,BSU_01590,ybaS,putative sodium dependent transporter,Cellular processes;Groups of genes,Transporters;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS01045,179594,180346,-,BSU_01600,eesA,iron-chelator (enterobactin family) esterase,Cellular processes;Metabolism,Homeostasis;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS01050,180343,181353,-,BSU_01610,feuC,iron-uptake protein,Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01055,181346,182350,-,BSU_01620,feuB,ferri-bacillibactin permease,Cellular processes;Cellular processes;Metabolism;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01060,182369,183322,-,BSU_01630,feuA,ferri-bacillibactin-binding lipoprotein,Cellular processes;Cellular processes;Metabolism;Groups of genes;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Membrane proteins;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS01065,183413,185002,-,BSU_01640,btr,transcriptional activator (AraC/XylS family) of synthesis and uptake of the siderophore bacillibactin,Cellular processes;Metabolism;Information processing,Homeostasis;Additional metabolic pathways;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS01070,185193,186437,-,BSU_01650,ybbC,conserved protein of unknown function,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS01075,186451,188379,-,BSU_01660,nagZ,N-acetylglucosaminidase lipoprotein,Cellular processes,Cell envelope and cell division,TRUE
NZ_CP015975.1,A8O17_RS01080,188407,189732,-,BSU_01670,amiE,amidase hydrolyzing N-acetylmuramyl-L-Ala bond of MurNAc peptides,Cellular processes,Cell envelope and cell division,TRUE
NZ_CP015975.1,A8O17_RS01085,189789,191156,-,BSU_01680,murP,N-acetylmuramic acid PTS permease-MurP subunit,Cellular processes;Cellular processes;Metabolism;Metabolism;Groups of genes,Cell envelope and cell division;Transporters;Carbon metabolism;Amino acid/ nitrogen metabolism;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS01090,191182,192033,-,BSU_01690,murR,transcriptional regulator MurR-N-acetylmuramic acid,Cellular processes;Metabolism;Metabolism;Information processing,Cell envelope and cell division;Carbon metabolism;Amino acid/ nitrogen metabolism;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS01095,192050,192964,-,BSU_01700,murQ,D-lactyl ether N-acetylmuramic-6-phosphate acid etherase,Cellular processes;Metabolism;Metabolism;Groups of genes,Cell envelope and cell division;Carbon metabolism;Amino acid/ nitrogen metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS01100,193074,193556,-,BSU_01710,ybbJ,putative acyltransferase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01105,193569,194024,-,BSU_01720,ybbK,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01135,194848,195411,+,BSU_01730,sigW,RNA polymerase ECF(extracytoplasmic function)-type sigma factor W,Information processing;Information processing;Lifestyles,RNA synthesis and degradation;Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS01140,195425,196051,+,BSU_01740,rsiW,anti-sigma(W) factor,Information processing;Lifestyles;Groups of genes,Regulation of gene expression;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01145,196212,197033,+,BSU_01750,cdaA,diadenylate cyclase,Metabolism;Groups of genes,Nucleotide metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01150,197026,198477,+,BSU_01760,cdaR,regulator of diadenylate cyclase activity,Metabolism,Nucleotide metabolism,FALSE
NZ_CP015975.1,A8O17_RS01155,198496,199842,+,BSU_01770,glmM,phosphoglucosamine mutase,Cellular processes;Metabolism;Groups of genes;Groups of genes,Cell envelope and cell division;Additional metabolic pathways;Essential genes;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS20760,200061,200201,+,BSU_misc_RNA_5,NA,NA,NA,NA,FALSE
NZ_CP015975.1,A8O17_RS01160,200276,202078,+,BSU_01780,glmS,L-glutamine-D-fructose-6-phosphate amidotransferase,Cellular processes;Metabolism;Groups of genes,Cell envelope and cell division;Additional metabolic pathways;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS01165,202246,203223,+,BSU_01990,ybdG,putative hydrolase/transferase,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01170,203225,203896,+,BSU_02000,ybdJ,two-component system response regulator [YbdK],Information processing;Groups of genes,Regulation of gene expression;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS01175,203917,204879,+,BSU_02010,ybdK,two-component system sensor histidine kinase [YbdJ],Information processing;Information processing;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS01180,204938,205201,+,BSU_02019,ybzI,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01185,205186,205956,-,BSU_02030,ybdM,putative protein kinase,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Phosphoproteins",TRUE
NZ_CP015975.1,A8O17_RS01190,206042,206899,-,BSU_02040,ybdN,putative phage protein%3B prophage region 1,Groups of genes;Groups of genes,Proteins of unknown function;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS01195,207031,208215,+,BSU_02050,ybdO,putative phage protein%3B prophage region 1,Groups of genes;Groups of genes,Proteins of unknown function;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS01200,208533,209921,+,BSU_02060,ybxG,putative amino acid permease,Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01205,210033,210281,+,BSU_02070,csgA,sporulation-specific SASP protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS01210,210298,210489,+,BSU_02080,ybxH,conserved protein of unknown function,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS01215,210516,211319,-,BSU_02090,ybxI,exported beta-lactamase,Lifestyles;Groups of genes,Coping with stress;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS01220,211492,212745,+,BSU_02100,cypC,fatty acid beta-hydroxylating cytochrome P450,Metabolism;Metabolism;Lifestyles;Lifestyles,Electron transport and ATP synthesis;Lipid metabolism;Coping with stress;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS01225,212786,213046,-,BSU_02110,ybyB,conserved protein of unknown function,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS01230,213315,214934,+,BSU_02120,ybeC,putative H+/amino acid transporter,Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01235,214981,215862,-,BSU_02130,glpQA,secreted glycerophosphoryl diester phosphodiesterase,Metabolism;Metabolism;Groups of genes,Carbon metabolism;Lipid metabolism;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS01240,215961,217295,-,BSU_02140,glpT,sn-glycerol-3-phosphate permease,Cellular processes;Metabolism;Metabolism;Groups of genes,Transporters;Carbon metabolism;Lipid metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01245,217592,217840,+,BSU_02150,ybeF,conserved protein of unknown function,Lifestyles;Groups of genes,Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS01250,217932,218849,+,BSU_02160,ybfA,putative transcriptional regulator with acetyltransferase domain,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01255,218846,220096,+,BSU_02170,ybfB,putative carboxylate transporter,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS20320,220131,220415,-,BSU_02180,ybfEc,conserved protein of unknown function (C-terminal end),Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01265,220611,221522,-,BSU_02190,ybfF,conserved protein of unknown function,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01270,221611,223809,-,BSU_02200,ybfG,putative pepdidoglycan binding protein,Cellular processes;Groups of genes,Cell envelope and cell division;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01275,223884,224804,-,BSU_02210,ybfH,putative permease,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01280,224801,225628,-,BSU_02220,ybfI,putative transcriptional regulator (AraC/XylS family%2C cupin family),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS01285,225859,227013,+,BSU_02230,purT,phosphoribosylglycinamide formyltransferase 2,Metabolism,Nucleotide metabolism,FALSE
NZ_CP015975.1,A8O17_RS01290,227157,228098,+,BSU_02240,mpr,extracellular glutamyl-endopeptidase,Metabolism;Information processing;Groups of genes,"Amino acid/ nitrogen metabolism;Protein synthesis, modification and degradation;Secreted proteins",TRUE
NZ_CP015975.1,A8O17_RS01295,228061,228459,+,BSU_02250,ybfJ,putative lipoprotein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS01300,228625,229515,+,BSU_02260,cesB,enantioselective carboxylesterase,Metabolism,Lipid metabolism,FALSE
NZ_CP015975.1,A8O17_RS01305,229711,230244,+,BSU_02270,pssA,phosphatidylserine synthase,Metabolism;Lifestyles;Groups of genes,Lipid metabolism;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01310,230235,230723,+,BSU_02280,ybfM,putative membrane phosphatase,Lifestyles;Groups of genes;Groups of genes,Coping with stress;Membrane proteins;Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS01315,230716,231507,+,BSU_02290,psd,phosphatidylserine decarboxylase%3B 32 kDa precursor processed into a 29 kDa protein,Metabolism;Lifestyles;Groups of genes,Lipid metabolism;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01320,231562,231840,+,BSU_02300,ybfN,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS01325,231946,233286,+,BSU_02310,ybfO,putative exported hydrolase,Lifestyles;Lifestyles;Groups of genes;Groups of genes,Coping with stress;Coping with stress;Efp-dependent proteins;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS01330,233394,234281,+,BSU_02320,ybfP,putative transcriptional regulator (AraC/XylS family),Information processing;Lifestyles,Regulation of gene expression;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS01335,234481,235449,+,BSU_02330,ybfQ,putative enzyme with rhodanese domain,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS01340,235485,236729,-,BSU_02340,gltP,proton/glutamate symport protein,Cellular processes;Groups of genes,Transporters;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS01345,236874,238769,-,BSU_02350,gamP,phosphotransferase system (PTS) glucosamine-specific enzyme IICBA component,Cellular processes;Cellular processes;Metabolism;Metabolism;Groups of genes;Groups of genes;Groups of genes,Cell envelope and cell division;Transporters;Carbon metabolism;Amino acid/ nitrogen metabolism;Membrane proteins;Phosphoproteins;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS01350,238790,239539,-,BSU_02360,gamA,glucosamine-6-phosphate deaminase,Cellular processes;Metabolism;Metabolism,Cell envelope and cell division;Carbon metabolism;Amino acid/ nitrogen metabolism,FALSE
