#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG00383	303	303	XhXpXs	sp|P31340|SPIKE_BPP2 Spike protein
VOG00384	131	131	Xu	REFSEQ hypothetical protein
VOG00385	496	491	Xu	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ
VOG00386	241	238	Xh	sp|Q52I78|NAMPT_PIG Nicotinamide phosphoribosyltransferase
VOG00387	220	217	Xu	sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405
VOG00388	66	62	Xu	sp|Q03547|VEAE_BPP22 Eae protein
VOG00389	123	123	Xh	sp|O87331|RELA_CORGL GTP pyrophosphokinase
VOG00390	12	12	Xu	REFSEQ hypothetical protein
VOG00391	67	67	Xu	REFSEQ hypothetical protein
VOG00392	335	322	XpXrXs	sp|P13332|TSP_BPT4 Tail sheath protein
VOG00393	9	9	Xu	REFSEQ gp25
VOG00394	120	120	Xu	REFSEQ hypothetical protein
VOG00395	881	866	XrXs	sp|P19727|CAPSB_BPT7 Minor capsid protein
VOG00396	34	34	Xu	REFSEQ hypothetical protein
VOG00397	37	37	Xu	REFSEQ hypothetical protein
VOG00398	15	15	Xu	REFSEQ putative tail fiber protein
VOG00399	45	45	Xu	REFSEQ tail protein
VOG00400	70	67	Xu	REFSEQ hypothetical protein
VOG00401	108	108	Xu	sp|O64268|VG87_BPMD2 Gene 87 protein
VOG00402	27	24	Xu	REFSEQ hypothetical protein
VOG00403	10	10	XhXpXs	sp|P26700|FIBH_BPP2 Probable tail fiber protein
VOG00404	9	9	Xh	sp|P34081|HMUI_BPSP1 DNA endonuclease I-HmuI
VOG00405	59	59	XhXp	sp|Q37975|HOLIN_BPA18 Putative antiholin
VOG00406	13	13	Xu	REFSEQ hypothetical protein
VOG00407	32	26	Xu	sp|Q51647|YISX_BURM1 Insertion element IS401 uncharacterized 12.4 kDa protein
VOG00408	59	59	Xu	sp|O48429|REGQ_BPH19 Antitermination protein Q
VOG00409	20	20	XpXrXs	sp|Q6XQB2|PORTL_BPT1 Portal protein
VOG00410	312	276	Xu	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region
VOG00411	289	287	XhXs	sp|P17172|BP27_BPT4 Baseplate central spike complex protein gp27
VOG00412	75	75	Xh	sp|Q254J6|ACP_CHLFF Acyl carrier protein
VOG00413	29	24	Xu	REFSEQ hypothetical protein
VOG00414	61	54	Xh	sp|O05073|VPI_HAEIN Mu-like prophage FluMu I protein
VOG00415	110	77	Xu	sp|P39231|Y02A_BPT4 Uncharacterized 10.2 kDa protein in sp-Gp41 intergenic region
VOG00416	39	39	Xu	REFSEQ hypothetical protein
VOG00417	20	20	Xu	sp|P44186|Y1414_HAEIN Uncharacterized protein HI_1414
VOG00418	43	43	Xu	REFSEQ hypothetical protein
VOG00419	74	74	Xu	REFSEQ hypothetical protein
VOG00420	22	19	Xu	sp|P76162|YDFU_ECOLI Uncharacterized protein YdfU
VOG00421	10	10	Xu	REFSEQ tape measure protein
VOG00422	13	7	Xu	REFSEQ hypothetical protein
VOG00423	69	60	Xu	REFSEQ hypothetical protein
VOG00424	265	262	XhXpXr	sp|P03015|GIN_BPMU Serine recombinase gin
VOG00425	19	19	Xu	REFSEQ hypothetical protein
VOG00426	46	46	Xu	REFSEQ hypothetical protein
VOG00427	93	93	Xu	sp|P32287|Y13D_BPT4 Uncharacterized 12.8 kDa protein in cd-pseT intergenic region
VOG00428	47	47	Xh	sp|B2J384|SYK_NOSP7 Lysine--tRNA ligase
VOG00429	12	12	Xu	REFSEQ hypothetical protein
VOG00430	7	6	Xu	REFSEQ hypothetical protein
VOG00431	8	8	Xu	REFSEQ gp36+37 fusion long tail fiber distal subunit
VOG00432	73	54	Xu	REFSEQ hypothetical protein
VOG00433	30	19	Xu	REFSEQ putative acetyltransferase
VOG00434	54	52	Xu	REFSEQ hypothetical protein
VOG00435	12	4	Xu	REFSEQ hypothetical protein
VOG00436	21	21	Xu	REFSEQ hypothetical protein
VOG00437	25	25	Xu	REFSEQ hypothetical protein
VOG00438	201	201	Xu	REFSEQ hypothetical protein
VOG00439	110	110	XhXr	sp|P03707|TERS_LAMBD Terminase small subunit
VOG00440	30	30	Xu	REFSEQ hypothetical protein
VOG00441	14	14	Xu	REFSEQ lysin A
VOG00442	24	24	Xu	sp|O31881|YOSH_BACSU SPbeta prophage-derived uncharacterized protein YosH
VOG00443	30	30	Xu	REFSEQ hypothetical protein
VOG00444	308	221	Xh	sp|A0QTG3|WHIB2_MYCS2 Transcriptional regulator WhiB2
VOG00445	16	16	Xu	REFSEQ hypothetical protein
VOG00446	65	65	Xu	sp|Q8QL48|Y306_SIRV1 Uncharacterized protein 306
VOG00447	18	16	XhXpXrXs	sp|P27380|EXLYS_BPPRD Transglycosylase
VOG00448	36	36	Xu	REFSEQ hypothetical protein
VOG00449	44	36	Xu	REFSEQ hypothetical protein
VOG00450	63	61	Xu	REFSEQ hypothetical protein
VOG00451	270	257	Xu	sp|B8HPS9|RNH_CYAP4 Ribonuclease H
VOG00452	36	35	Xu	REFSEQ hypothetical protein
VOG00453	20	20	Xu	REFSEQ hypothetical protein
VOG00454	40	40	Xu	REFSEQ hypothetical protein
VOG00455	34	34	Xu	sp|P18922|Y16J_BPT4 Uncharacterized 5.1 kDa protein in Gp52-ac intergenic region
VOG00456	59	59	Xu	REFSEQ hypothetical protein
VOG00457	15	13	Xu	REFSEQ hypothetical protein
VOG00458	14	14	Xu	REFSEQ hypothetical protein
VOG00459	49	49	Xu	REFSEQ hypothetical protein
VOG00460	9	7	Xu	REFSEQ hypothetical protein
VOG00461	24	24	Xu	REFSEQ hypothetical protein
VOG00462	41	39	Xu	REFSEQ hypothetical protein
VOG00463	17	17	Xu	REFSEQ hypothetical protein
VOG00464	69	69	Xu	REFSEQ hypothetical protein
VOG00465	277	276	XhXs	sp|D6RRG1|CAPSD_BPKPP Major capsid protein
VOG00466	183	183	XhXp	sp|Q38134|HOLIN_BPR1T Holin
VOG00467	55	55	XhXs	sp|O64325|COMPL_BPN15 Tail completion protein
VOG00468	181	114	XhXs	sp|Q38433|ALT_BPT6 NAD(+)--arginine ADP-ribosyltransferase
VOG00469	44	44	Xu	REFSEQ hypothetical protein
VOG00470	263	263	Xu	REFSEQ minor tail protein
VOG00471	10	10	Xu	REFSEQ hypothetical protein
VOG00472	36	20	Xu	REFSEQ hypothetical protein
VOG00473	72	70	Xh	sp|Q83EL7|KGUA_COXBU Guanylate kinase
VOG00474	63	63	Xu	REFSEQ hypothetical protein
VOG00475	441	393	XhXr	sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase
VOG00476	52	52	Xu	REFSEQ hypothetical protein
VOG00477	13	6	Xu	REFSEQ hypothetical protein
VOG00478	56	56	Xu	REFSEQ hypothetical protein
VOG00479	68	67	Xu	REFSEQ hypothetical protein
VOG00480	190	190	Xu	sp|Q05239|VG30_BPML5 Gene 30 protein
VOG00481	29	9	Xu	REFSEQ putative tail fiber protein
VOG00482	14	14	Xu	REFSEQ gp26
VOG00483	12	12	Xu	sp|P33227|STFE_ECOLI Putative uncharacterized protein StfE
VOG00484	21	20	Xu	REFSEQ hypothetical protein
VOG00485	17	17	Xu	REFSEQ hypothetical protein
VOG00486	29	26	Xu	REFSEQ hypothetical protein
VOG00487	18	16	Xu	REFSEQ hypothetical protein
VOG00488	22	18	XhXs	sp|O57193|NPH2_VACCA RNA helicase NPH-II
VOG00489	28	19	Xu	REFSEQ hypothetical protein
VOG00490	26	26	Xh	sp|C5BLP4|Y2553_TERTT PKHD-type hydroxylase TERTU_2553
VOG00491	40	35	Xu	REFSEQ hypothetical protein
VOG00492	13	13	XpXs	sp|P09308|GL_VZVD Envelope glycoprotein L
VOG00493	30	29	Xu	REFSEQ hypothetical protein
VOG00494	5	5	XpXs	sp|Q01031|GL_SHV21 Envelope glycoprotein L
VOG00495	51	51	XhXp	sp|Q7Y2B9|SPAN1_BPKMV Probable spanin, inner membrane subunit
VOG00496	30	30	Xu	REFSEQ hypothetical protein
VOG00497	53	44	Xu	REFSEQ hypothetical protein
VOG00498	34	33	Xu	REFSEQ hypothetical protein
VOG00499	15	15	Xu	REFSEQ hypothetical protein
VOG00500	29	13	XhXs	sp|Q85339|SPI3_VACCA Protein K2
VOG00501	16	9	Xh	sp|P41436|IAP_GVCPM Apoptosis inhibitor IAP
VOG00502	13	12	Xu	REFSEQ hypothetical protein
VOG00503	70	54	Xu	REFSEQ hypothetical protein
VOG00504	13	13	Xu	REFSEQ hypothetical protein
VOG00505	10	5	Xu	sp|Q5UPI7|YL111_MIMIV Uncharacterized protein L111
VOG00506	8	6	Xu	REFSEQ hypothetical protein
VOG00507	12	8	Xu	REFSEQ virion structural protein
VOG00508	49	49	Xu	REFSEQ hypothetical protein
VOG00509	11	8	Xs	sp|Q3V4R2|Y800_ATV Structural protein ORF800
VOG00510	24	7	Xu	REFSEQ hypothetical protein
VOG00511	38	24	Xu	REFSEQ hypothetical protein
VOG00512	22	22	Xu	REFSEQ hypothetical protein
VOG00513	23	18	Xu	sp|O31922|YOQP_BACSU SPbeta prophage-derived uncharacterized protein YoqP
VOG00514	117	30	Xu	REFSEQ hypothetical protein
VOG00515	47	11	Xu	REFSEQ hypothetical protein
VOG00516	12	2	Xu	REFSEQ hypothetical protein
VOG00517	72	15	Xu	REFSEQ hypothetical protein
VOG00518	895	834	Xh	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW
VOG00519	24	24	Xu	REFSEQ intein
VOG00520	31	27	Xh	sp|P26195|CH10_TATMI 10 kDa chaperonin
VOG00521	8	8	Xu	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245
VOG00522	9	9	Xu	REFSEQ tail fiber protein
VOG00523	11	11	Xu	REFSEQ hypothetical protein
VOG00524	9	9	Xu	sp|O31966|YOMR_BACSU SPbeta prophage-derived uncharacterized protein YomR
VOG00525	14	14	Xu	REFSEQ HNH endonuclease
VOG00526	68	43	XpXs	sp|P11186|VG85_BPNF Head fiber protein
VOG00527	23	23	Xu	REFSEQ hypothetical protein
VOG00528	24	24	Xu	REFSEQ hypothetical protein
VOG00529	72	70	Xu	REFSEQ hypothetical protein
VOG00530	7	7	Xu	REFSEQ host-specificity
VOG00531	104	104	Xu	sp|P69175|NING_BPVT2 Protein ninG
VOG00532	26	26	XhXs	sp|P07533|SCAF_BPPZA Capsid assembly scaffolding protein
VOG00533	9	9	Xu	REFSEQ MobE homing endonuclease
VOG00534	302	298	XhXpXrXs	sp|E1XTG6|PORTL_BPSAV Portal protein
VOG00535	761	752	XhXr	sp|P10310|TERL_BPT3 Terminase, large subunit
VOG00536	15	14	Xu	REFSEQ hypothetical protein
VOG00537	108	108	Xu	REFSEQ hypothetical protein
VOG00538	57	57	Xu	REFSEQ hypothetical protein
VOG00539	75	75	XhXpXrXs	sp|P22501|TSP_BPP2 Tail sheath protein
VOG00540	51	49	Xu	REFSEQ hypothetical protein
VOG00541	132	132	Xu	sp|P20312|Y18_BPT3 Uncharacterized gene 1.8 protein
VOG00542	19	17	Xu	REFSEQ hypothetical protein
VOG00543	19	19	Xu	REFSEQ hypothetical protein
VOG00544	308	308	Xs	sp|P19060|BP06_BPT4 Baseplate wedge protein gp6
VOG00545	59	59	Xu	REFSEQ hypothetical protein
VOG00546	286	286	XhXs	sp|P13339|BP48_BPT4 Baseplate tail-tube junction protein gp48
VOG00547	11	11	Xu	REFSEQ hypothetical protein
VOG00548	228	228	Xu	REFSEQ hypothetical protein
VOG00549	95	93	XhXr	sp|P46850|RTCB_ECOLI RNA-splicing ligase RtcB
VOG00550	41	41	Xu	REFSEQ DUF2634 domain-containing protein
VOG00551	38	38	Xh	sp|Q1RHI6|QUED_RICBR 6-carboxy-5,6,7,8-tetrahydropterin synthase
VOG00552	95	95	Xu	sp|P39251|Y16Q_BPT4 Uncharacterized 7.5 kDa protein in denB-rIIB intergenic region
VOG00553	94	94	Xu	REFSEQ hypothetical protein
VOG00554	19	19	Xh	sp|Q5UQW2|DIPP_MIMIV Putative mRNA-decapping protein
VOG00555	80	80	Xu	REFSEQ hypothetical protein
VOG00556	15	15	Xu	sp|P32271|Y06L_BPT4 Uncharacterized 17.7 kDa protein in e-segB intergenic region
VOG00557	359	356	Xu	sp|P32276|Y12G_BPT4 Uncharacterized 17.1 kDa protein in Gp30-rIII intergenic region
VOG00558	89	73	Xu	REFSEQ hypothetical protein
VOG00559	42	42	Xu	REFSEQ hypothetical protein
VOG00560	48	48	Xu	REFSEQ hypothetical protein
VOG00561	427	425	XhXr	sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
VOG00562	117	117	XhXr	sp|A6LP90|THYX_THEM4 Flavin-dependent thymidylate synthase
VOG00563	6	6	Xh	sp|P03781|NUCK_BPT7 Nucleotide kinase gp1.7
VOG00564	7	6	Xu	REFSEQ hypothetical protein
VOG00565	12	8	Xu	REFSEQ hypothetical protein
VOG00566	55	55	Xu	REFSEQ hypothetical protein
VOG00567	40	40	Xu	REFSEQ hypothetical protein
VOG00568	214	214	Xu	REFSEQ hypothetical protein
VOG00569	41	41	Xu	sp|O31951|YONG_BACSU SPbeta prophage-derived uncharacterized protein YonG
VOG00570	134	133	Xu	REFSEQ hypothetical protein
VOG00571	39	39	Xu	REFSEQ hypothetical protein
VOG00572	16	11	Xu	REFSEQ hypothetical protein
VOG00573	57	56	Xu	REFSEQ hypothetical protein
VOG00574	9	8	Xh	sp|Q6QGD3|ENDO1_BPT5 Putative endonuclease
VOG00575	17	12	Xu	REFSEQ hypothetical protein
VOG00576	329	329	Xu	sp|O64201|VG05_BPMD2 Gene 5 protein
VOG00577	11	9	Xu	REFSEQ hypothetical protein
VOG00578	15	15	Xu	REFSEQ baseplate J
VOG00579	10	10	Xu	REFSEQ hypothetical protein
VOG00580	17	17	Xu	REFSEQ hypothetical protein
VOG00581	31	31	Xu	REFSEQ minor capsid protein
VOG00582	17	17	Xu	REFSEQ hypothetical protein
VOG00583	65	65	Xs	sp|B0ZSH1|TMP_BPHA1 Probable tape measure protein
VOG00584	38	38	Xu	REFSEQ hypothetical protein
VOG00585	12	12	Xu	REFSEQ hypothetical protein
VOG00586	21	21	Xu	REFSEQ LysM peptidoglycan-binding domain-containing protein
VOG00587	28	28	Xu	REFSEQ hypothetical protein
VOG00588	7	7	Xu	REFSEQ hypothetical protein
VOG00589	6	6	Xu	REFSEQ gp19
VOG00590	9	9	Xu	REFSEQ putative T4-like proximal tail fiber
VOG00591	6	6	Xu	REFSEQ hypothetical protein
VOG00592	10	10	Xu	REFSEQ hypothetical protein
VOG00593	37	37	Xu	REFSEQ hypothetical protein
VOG00594	28	17	Xu	REFSEQ hypothetical protein
VOG00595	9	7	Xu	REFSEQ hypothetical protein
VOG00596	31	31	Xu	REFSEQ hypothetical protein
VOG00597	52	52	Xu	REFSEQ hypothetical protein
VOG00598	10	10	Xu	REFSEQ hypothetical protein
VOG00599	29	29	Xu	REFSEQ hypothetical protein
VOG00600	26	26	Xu	REFSEQ hypothetical protein
VOG00601	42	27	Xu	REFSEQ hypothetical protein
VOG00602	19	19	Xu	REFSEQ hypothetical protein
VOG00603	26	16	Xu	REFSEQ hypothetical protein
VOG00604	8	7	Xu	REFSEQ hypothetical protein
VOG00605	11	11	Xu	REFSEQ hypothetical protein
VOG00606	32	32	Xu	REFSEQ hypothetical protein
VOG00607	92	92	Xu	REFSEQ hypothetical protein
VOG00608	76	75	Xu	REFSEQ hypothetical protein
VOG00609	84	84	Xu	REFSEQ hypothetical protein
VOG00610	37	37	Xh	sp|P0CJ67|HICA_ECO57 Probable mRNA interferase HicA
VOG00611	15	12	Xu	REFSEQ hypothetical protein
VOG00612	72	72	Xu	sp|O64363|VG55_BPN15 Protein gp55
VOG00613	116	116	Xu	sp|P28355|RECJ_SALTY Single-stranded-DNA-specific exonuclease RecJ
VOG00614	6	6	Xu	REFSEQ hypothetical protein
VOG00615	19	19	Xu	REFSEQ hypothetical protein
VOG00616	23	14	Xu	REFSEQ hypothetical protein
VOG00617	29	29	Xu	REFSEQ hypothetical protein
VOG00618	15	15	Xu	REFSEQ hypothetical protein
VOG00619	76	68	Xr	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629
VOG00620	9	9	Xu	REFSEQ hypothetical protein
VOG00621	18	18	Xu	REFSEQ hypothetical protein
VOG00622	261	260	XhXp	sp|P10305|SPAN1_BPT3 Spanin, inner membrane subunit
VOG00623	11	11	Xu	sp|P45918|YQBB_BACSU Uncharacterized protein YqbB
VOG00624	13	11	Xu	REFSEQ putative tail fiber protein
VOG00625	148	148	Xu	REFSEQ hypothetical protein
VOG00626	59	40	Xu	REFSEQ tail assembly chaperone
VOG00627	11	11	Xu	REFSEQ homing endonuclease
VOG00628	11	11	Xu	REFSEQ hypothetical protein
VOG00629	129	129	Xu	sp|P39419|Y01A_BPT4 Uncharacterized 12.1 kDa protein in dda-modA intergenic region
VOG00630	106	99	Xu	sp|P39498|Y13E_BPT4 Uncharacterized 8.7 kDa protein in cd-pseT intergenic region
VOG00631	34	34	Xu	REFSEQ minor tail protein
VOG00632	390	379	XpXrXs	sp|P03728|PORTL_BPT7 Portal protein
VOG00633	63	63	Xu	sp|P32273|Y06M_BPT4 Uncharacterized 12.2 kDa protein in e-segB intergenic region
VOG00634	8	8	Xu	REFSEQ hypothetical protein
VOG00635	10	5	Xu	REFSEQ hypothetical protein
VOG00636	97	97	Xu	REFSEQ hypothetical protein
VOG00637	282	282	Xu	REFSEQ hypothetical protein
VOG00638	30	30	XhXr	sp|P28947|OBP_EHV1B Replication origin-binding protein
VOG00639	377	376	Xu	sp|O64208|VG15_BPMD2 Gene 15 protein
VOG00640	32	30	Xu	REFSEQ hypothetical protein
VOG00641	34	29	Xu	REFSEQ hypothetical protein
VOG00642	101	101	Xu	REFSEQ hypothetical protein
VOG00643	30	24	Xu	REFSEQ hypothetical protein
VOG00644	211	211	Xu	sp|O64223|VG29_BPMD2 Gene 29 protein
VOG00645	14	14	Xu	REFSEQ hypothetical protein
VOG00646	38	38	Xs	sp|P85991|IGLVP_BPSK9 Ig-like virion protein
VOG00647	11	11	Xu	REFSEQ hypothetical protein
VOG00648	13	13	Xu	REFSEQ hypothetical protein
VOG00649	35	35	Xu	REFSEQ hypothetical protein
VOG00650	25	23	Xu	REFSEQ hypothetical protein
VOG00651	24	24	XhXrXs	sp|P03271|PKG1_ADE05 Packaging protein 1
VOG00652	44	28	Xu	REFSEQ hypothetical protein
VOG00653	77	76	Xu	REFSEQ hypothetical protein
VOG00654	125	125	Xu	sp|P39489|Y03I_BPT4 Uncharacterized 8.5 kDa protein in mobB-Gp55 intergenic region
VOG00655	17	10	Xu	REFSEQ hypothetical protein
VOG00656	16	16	Xu	REFSEQ hypothetical protein
VOG00657	135	135	Xu	sp|P03750|Y7_BPT7 Protein 7
VOG00658	35	35	Xu	REFSEQ hypothetical protein
VOG00659	8	8	Xu	REFSEQ hypothetical protein
VOG00660	201	201	Xs	sp|P39234|NEEDL_BPT4 Baseplate puncturing device gp5.4
VOG00661	90	88	XpXs	sp|Q9G0B4|VG38_BPAR1 Receptor-recognizing protein
VOG00662	373	371	Xh	sp|P04382|DYR_BPT4 Dihydrofolate reductase
VOG00663	83	83	XhXp	sp|P03706|ENLYS_LAMBD Endolysin
VOG00664	22	22	Xu	REFSEQ hypothetical protein
VOG00665	111	111	Xu	sp|P22915|MOTA_BPT4 Middle transcription regulatory protein motA
VOG00666	33	18	Xu	REFSEQ hypothetical protein
VOG00667	186	186	Xu	sp|P03697|EXO_LAMBD Exonuclease
VOG00668	101	97	Xu	sp|Q03183|RINB_BPPHA Transcriptional activator rinB
VOG00669	33	30	Xu	REFSEQ hypothetical protein
VOG00670	23	23	Xu	REFSEQ hypothetical protein
VOG00671	71	70	Xu	REFSEQ hypothetical protein
VOG00672	37	37	Xu	REFSEQ hypothetical protein
VOG00673	68	68	Xu	sp|P32278|Y10B_BPT4 Uncharacterized 11.0 kDa protein in Gp24-hoc intergenic region
VOG00674	192	192	Xr	sp|P0A3H0|DBH_GEOSE DNA-binding protein HU
VOG00675	98	98	Xu	REFSEQ hypothetical protein
VOG00676	7	7	Xu	REFSEQ hypothetical protein
VOG00677	324	323	XhXr	sp|P03691|VR2B_BPT4 Protein rIIB
VOG00678	99	86	Xu	REFSEQ hypothetical protein
VOG00679	56	56	Xu	REFSEQ minor tail protein
VOG00680	89	89	Xu	REFSEQ hypothetical protein
VOG00681	158	158	Xs	sp|P04532|GP57_BPT4 Tail fiber assembly helper protein
VOG00682	15	15	Xu	REFSEQ hypothetical protein
VOG00683	9	9	Xu	REFSEQ hypothetical protein
VOG00684	167	167	XhXpXrXs	sp|Q7Y5N4|EXLYS_BPSP6 Peptidoglycan hydrolase gp36
VOG00685	81	81	Xu	sp|O64229|VG38_BPMD2 Gene 38 protein
VOG00686	13	13	Xu	REFSEQ hypothetical protein
VOG00687	15	15	Xu	REFSEQ hypothetical protein
VOG00688	14	14	Xu	REFSEQ hypothetical protein
VOG00689	25	24	Xu	REFSEQ hypothetical protein
VOG00690	45	40	Xu	REFSEQ tail assembly chaperone
VOG00691	23	23	Xs	sp|P89430|CEP1_HHV2H Cytoplasmic envelopment protein 1
VOG00692	15	12	Xu	REFSEQ hypothetical protein
VOG00693	8	8	Xu	REFSEQ hypothetical protein
VOG00694	11	11	Xu	REFSEQ hypothetical protein
VOG00695	16	16	Xu	REFSEQ hypothetical protein
VOG00696	6	5	Xu	REFSEQ hypothetical protein
VOG00697	12	8	Xh	sp|P68636|CRMB_CAMPM Soluble TNF receptor II
VOG00698	41	41	Xu	REFSEQ hypothetical protein
VOG00699	7	7	Xu	REFSEQ hypothetical protein
VOG00700	9	5	Xu	REFSEQ hypothetical protein
VOG00701	29	29	Xu	REFSEQ hypothetical protein
VOG00702	38	38	Xu	REFSEQ hypothetical protein
VOG00703	30	24	Xu	REFSEQ hypothetical protein
VOG00704	12	12	Xu	REFSEQ hypothetical protein
VOG00705	6	4	Xu	REFSEQ hypothetical protein
VOG00706	49	49	Xu	REFSEQ hypothetical protein
VOG00707	7	7	Xu	REFSEQ hypothetical protein
VOG00708	64	64	Xu	REFSEQ hypothetical protein
VOG00709	8	3	Xu	sp|Q5UQH5|YR822_MIMIV Uncharacterized protein R822
VOG00710	14	12	XhXp	sp|O80288|ENLYS_BPPS3 SAR-endolysin
VOG00711	14	14	Xu	REFSEQ hypothetical protein
VOG00712	22	22	Xu	REFSEQ hypothetical protein
VOG00713	33	33	Xu	REFSEQ hypothetical protein
VOG00714	34	34	Xu	REFSEQ terminase small subunit
VOG00715	21	9	XhXs	sp|P16602|ATI_COWPX A-type inclusion protein A25 homolog
VOG00716	61	48	XhXp	sp|P06023|GAM_BPMU Putative DNA ends protecting protein gam
VOG00717	13	13	Xu	REFSEQ hypothetical protein
VOG00718	11	11	Xu	REFSEQ hypothetical protein
VOG00719	12	3	Xu	sp|Q5UP97|YL021_MIMIV Putative sel1-like repeat-containing protein L21
VOG00720	18	15	Xh	sp|P55257|RMLA_YEREN Glucose-1-phosphate thymidylyltransferase
VOG00721	75	75	Xu	REFSEQ hypothetical protein
VOG00722	26	14	Xu	REFSEQ tail assembly chaperone
VOG00723	63	62	Xh	sp|P03776|GP04_BPT7 Gene 0.4 protein
VOG00724	87	87	Xu	sp|P07715|Y105_BPT3 Uncharacterized gene 1.05 protein
VOG00725	56	38	Xu	REFSEQ hypothetical protein
VOG00726	20	19	Xu	REFSEQ hypothetical protein
VOG00727	7	7	Xu	REFSEQ tail fiber protein
VOG00728	31	31	Xu	REFSEQ hypothetical protein
VOG00729	30	30	Xu	REFSEQ hypothetical protein
VOG00730	21	20	Xu	REFSEQ hypothetical protein
VOG00731	49	49	Xu	REFSEQ hypothetical protein
VOG00732	16	16	Xu	REFSEQ hypothetical protein
VOG00733	23	23	Xh	sp|P75979|YMFR_ECOLI Uncharacterized protein YmfR
VOG00734	25	24	Xu	REFSEQ hypothetical protein
VOG00735	9	9	Xs	sp|Q9G051|J_BPPHM DNA binding protein VP8
VOG00736	14	13	Xu	REFSEQ hypothetical protein
VOG00737	18	11	Xu	REFSEQ hypothetical protein
VOG00738	9	4	Xu	REFSEQ hypothetical protein
VOG00739	16	4	Xu	REFSEQ hypothetical protein
VOG00740	16	7	Xu	REFSEQ hypothetical protein
VOG00741	8	4	Xu	REFSEQ hypothetical protein
VOG00742	42	23	Xu	REFSEQ tail assembly chaperone
VOG00743	6	6	Xu	REFSEQ tape measure protein
VOG00744	12	6	Xu	REFSEQ hypothetical protein
VOG00745	19	19	Xu	REFSEQ hypothetical protein
VOG00746	29	29	Xu	REFSEQ putative antireceptor
VOG00747	10	2	Xu	REFSEQ hypothetical protein
VOG00748	16	4	Xu	REFSEQ hypothetical protein
VOG00749	25	23	Xu	REFSEQ hypothetical protein
VOG00750	80	75	Xs	sp|G9M952|CAPSD_BPPS4 Major capsid protein
VOG00751	6	6	Xu	REFSEQ hypothetical protein
VOG00752	23	22	XhXpXs	sp|Q04830|FIBER_BPK1F Tail spike protein
VOG00753	5	5	Xu	REFSEQ hypothetical protein
VOG00754	25	25	Xu	REFSEQ hypothetical protein
VOG00755	26	26	XrXs	sp|P19693|CAPSA_BPT3 Major capsid protein
VOG00756	47	45	Xu	sp|O31939|YONV_BACSU SPbeta prophage-derived uncharacterized protein YonV
VOG00757	6	6	XhXr	sp|P39787|DNAD_BACSU DNA replication protein DnaD
VOG00758	16	16	XhXpXs	sp|P31340|SPIKE_BPP2 Spike protein
VOG00759	5	5	Xu	REFSEQ hypothetical protein
VOG00760	427	427	Xu	sp|O64245|VG54_BPMD2 Gene 54 protein
VOG00761	271	268	Xu	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29
VOG00762	77	76	XpXrXs	sp|P36272|PORTL_BPP21 Portal protein B
VOG00763	22	19	Xu	REFSEQ terminase large subunit
VOG00764	34	34	Xu	REFSEQ hypothetical protein
VOG00765	38	38	Xu	REFSEQ hypothetical protein
VOG00766	15	15	Xu	REFSEQ hypothetical protein
VOG00767	500	494	XhXr	sp|P04529|UVSX_BPT4 Recombination and repair protein
VOG00768	23	23	Xu	REFSEQ hypothetical protein
VOG00769	113	113	Xu	REFSEQ hypothetical protein
VOG00770	6	6	Xu	REFSEQ hypothetical protein
VOG00771	10	10	XhXr	sp|P10277|PRIM_BPP4 Putative P4-specific DNA primase
VOG00772	8	8	Xu	REFSEQ hypothetical protein
VOG00773	211	210	XhXr	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase
VOG00774	53	51	Xh	sp|P08711|VPB_BP186 Late control gene B protein
VOG00775	291	284	Xu	sp|P32279|Y14A_BPT4 Uncharacterized 12.4 kDa protein in nrdA-td intergenic region
VOG00776	11	11	Xu	REFSEQ hypothetical protein
VOG00777	135	133	Xu	sp|C0SP91|YYCJ_BACSU Putative metallo-hydrolase YycJ
VOG00778	34	34	XhXp	sp|P0DOK7|SPAN2_BPP21 Spanin, outer lipoprotein subunit
VOG00779	8	7	Xu	REFSEQ hypothetical protein
VOG00780	40	19	XhXs	sp|P04308|ETF1_VACCW Early transcription factor 70 kDa subunit
VOG00781	19	19	Xu	REFSEQ hypothetical protein
VOG00782	45	45	Xu	REFSEQ hypothetical protein
VOG00783	144	142	Xu	REFSEQ tail family protein
VOG00784	85	84	Xu	REFSEQ tail family protein
VOG00785	11	11	Xu	REFSEQ hypothetical protein
VOG00786	696	696	XhXs	sp|P09425|BP25_BPT4 Baseplate wedge protein gp25
VOG00787	15	15	Xu	REFSEQ hypothetical protein
VOG00788	42	42	Xu	REFSEQ hypothetical protein
